id,record_key,timestamp,from_bank,from_account,from_country,to_bank,to_account,to_country,amount_received,receiving_currency,amount_paid,payment_currency,payment_format,is_laundering,predicted_alert,model_score,is_dashboard_sample
27467905,2022/09/15 05:54|00142662|834506430|02147474|835D2E5C0|4033.44|Mexican Peso,2022-09-15 05:54:00,Bank 142662,834506430,US,Bank 2147474,835D2E5C0,HK,4033.44,MXN,4033.44,MXN,Credit Card,f,f,0.1288,t
27471406,2022/09/15 05:46|0015|8448ADB90|01182426|8464243A0|95567.73|Shekel,2022-09-15 05:46:00,China Bank #5,8448ADB90,NL,Bank 1182426,8464243A0,CH,95567.73,Shekel,95567.73,Shekel,Credit Card,f,f,0.3124,t
27483572,2022/09/15 06:09|0120997|80C2E7BC0|0166544|837E82ED0|2012.85|US Dollar,2022-09-15 06:09:00,Bank 120997,80C2E7BC0,NL,Bank 166544,837E82ED0,HK,2012.85,USD,2012.85,USD,Credit Card,f,t,0.6544,t
27485518,2022/09/15 06:06|025444|80919A150|0152330|8445BAD60|269.13|US Dollar,2022-09-15 06:06:00,Bank 25444,80919A150,GB,Bank 152330,8445BAD60,AE,269.13,USD,269.13,USD,Cheque,f,f,0.2596,t
27504107,2022/09/15 06:21|070|100428810|0097570|8430180A0|247.30|UK Pound,2022-09-15 06:21:00,Willows Thrift,100428810,CH,Bank 97570,8430180A0,DE,247.3,UK Pound,247.3,UK Pound,Credit Card,f,f,0.1058,t
27505517,2022/09/15 06:25|009|800064940|0211|82DD43A20|750.83|Australian Dollar,2022-09-15 06:25:00,Bank 9,800064940,NL,Switzerland Bank #0,82DD43A20,DE,750.83,AUD,750.83,AUD,Cheque,f,f,0.2092,t
27522459,2022/09/15 06:52|070|100428660|0126831|8348D1350|4375.71|US Dollar,2022-09-15 06:52:00,Willows Thrift,100428660,CH,Bank 126831,8348D1350,CH,4375.71,USD,4375.71,USD,Cheque,f,f,0.1639,t
27526371,2022/09/15 06:30|01161896|843ADEAE0|00112124|84E37CDB0|385.99|US Dollar,2022-09-15 06:30:00,Bank 1161896,843ADEAE0,US,Bank 112124,84E37CDB0,DE,385.99,USD,385.99,USD,Cheque,f,f,0.2601,t
27528566,2022/09/15 06:32|006255|806F85490|019876|806F85440|443.60|Euro,2022-09-15 06:32:00,Bank 6255,806F85490,US,Bank 19876,806F85440,HK,443.6,EUR,443.6,EUR,ACH,f,f,0.186,t
27532396,2022/09/15 06:51|0023442|8266D4220|0218133|82721DE80|629021.39|Euro,2022-09-15 06:51:00,Bank 23442,8266D4220,NL,Bank 218133,82721DE80,GB,629021.39,EUR,629021.39,EUR,ACH,f,f,0.398,t
27543441,2022/09/15 06:52|02110183|8285D1D60|0295119|82A053950|1652.97|Canadian Dollar,2022-09-15 06:52:00,Bank 2110183,8285D1D60,SG,Bank 295119,82A053950,HK,1652.97,CAD,1652.97,CAD,Credit Card,f,f,0.2332,t
27558087,2022/09/15 07:05|01818|800790C00|0023312|821AABEE0|2478.75|US Dollar,2022-09-15 07:05:00,Bank 1818,800790C00,NL,Bank 23312,821AABEE0,DE,2478.75,USD,2478.75,USD,Credit Card,f,f,0.2042,t
27561855,2022/09/15 07:22|024833|80DCED1A0|02109038|8393353E0|152.96|US Dollar,2022-09-15 07:22:00,Bank 24833,80DCED1A0,US,Bank 2109038,8393353E0,DE,152.96,USD,152.96,USD,Credit Card,f,f,0.2604,t
27578097,2022/09/15 07:17|070|100428738|0242300|814040490|81026.35|Yen,2022-09-15 07:17:00,Willows Thrift,100428738,CH,Bank 242300,814040490,US,81026.35,JPY,81026.35,JPY,Credit Card,f,f,0.3619,t
27584641,2022/09/15 07:10|02126978|832E8A420|01129846|833652300|757.80|Australian Dollar,2022-09-15 07:10:00,Bank 2126978,832E8A420,DE,Bank 1129846,833652300,CH,757.8,AUD,757.8,AUD,Cheque,f,f,0.2588,t
27605063,2022/09/15 07:43|0148333|817F2FB80|01104776|84FF24310|2572.15|US Dollar,2022-09-15 07:43:00,Bank 148333,817F2FB80,CH,Bank 1104776,84FF24310,AE,2572.15,USD,2572.15,USD,Credit Card,f,f,0.0524,t
27610632,2022/09/15 07:56|0212540|804EA4B30|0032750|8264D71A0|128.54|Euro,2022-09-15 07:56:00,Bank 212540,804EA4B30,SG,Bank 32750,8264D71A0,HK,128.54,EUR,128.54,EUR,Cheque,f,f,0.2967,t
27623116,2022/09/15 07:40|0183456|8223054E0|02127709|82F10CD80|737434.86|Australian Dollar,2022-09-15 07:40:00,Bank 183456,8223054E0,CH,Bank 2127709,82F10CD80,SG,737434.86,AUD,737434.86,AUD,ACH,f,f,0.3499,t
27631451,2022/09/15 08:08|009340|8051443C0|020|80534D3D0|432.96|US Dollar,2022-09-15 08:08:00,Bank 9340,8051443C0,US,First Bank of Danbury,80534D3D0,NL,432.96,USD,432.96,USD,Credit Card,f,f,0.1191,t
27635836,2022/09/15 08:18|014031|80D6654E0|018024|81E2C2500|2070.12|US Dollar,2022-09-15 08:18:00,Bank 14031,80D6654E0,DE,Bank 18024,81E2C2500,HK,2070.12,USD,2070.12,USD,Credit Card,f,f,0.3007,t
27640641,2022/09/15 08:12|02138616|834ABE040|0098733|83C28BCE0|20530.14|US Dollar,2022-09-15 08:12:00,Bank 2138616,834ABE040,CH,Bank 98733,83C28BCE0,NL,20530.14,USD,20530.14,USD,Credit Card,f,f,0.0809,t
27643106,2022/09/15 08:20|016811|81E3B0D40|01157761|84C5EE120|190.76|US Dollar,2022-09-15 08:20:00,Bank 16811,81E3B0D40,US,Bank 1157761,84C5EE120,AE,190.76,USD,190.76,USD,Cheque,f,f,0.3484,t
27645277,2022/09/15 08:23|022794|801949D31|01553|805CD9791|0.035461|Bitcoin,2022-09-15 08:23:00,Bank 22794,801949D31,HK,Bank 1553,805CD9791,HK,0.04,Bitcoin,0.04,Bitcoin,Bitcoin,f,f,0.1205,t
27646796,2022/09/15 08:22|0212288|808DECF40|0123592|80B2D08F0|9.43|Euro,2022-09-15 08:22:00,Bank 212288,808DECF40,SG,Bank 123592,80B2D08F0,CH,9.43,EUR,9.43,EUR,Credit Card,f,f,0.0566,t
27647559,2022/09/15 08:14|070|1004286A8|0116290|811362200|0.02|Euro,2022-09-15 08:14:00,Willows Thrift,1004286A8,CH,Bank 116290,811362200,CH,0.02,EUR,0.02,EUR,Credit Card,f,f,0.314,t
27676188,2022/09/15 08:45|0246084|81AC759E0|00214|822296750|3725.85|US Dollar,2022-09-15 08:45:00,Bank 246084,81AC759E0,AE,Brazil Bank #17,822296750,US,3725.85,USD,3725.85,USD,ACH,t,t,0.9699,t
27679633,2022/09/15 08:57|004548|8057B2ED0|00117120|830EB5390|2146.97|US Dollar,2022-09-15 08:57:00,Bank 4548,8057B2ED0,HK,Bank 117120,830EB5390,HK,2146.97,USD,2146.97,USD,Credit Card,f,f,0.3547,t
27684465,2022/09/15 08:31|001137|800E1D280|018526|803674190|22.90|Euro,2022-09-15 08:31:00,Bank 1137,800E1D280,DE,Bank 18526,803674190,GB,22.9,EUR,22.9,EUR,Credit Card,f,t,0.5874,t
27688027,2022/09/15 08:31|008447|803F0F9E0|0021990|81B0425E0|573.61|Euro,2022-09-15 08:31:00,Bank 8447,803F0F9E0,CH,Bank 21990,81B0425E0,NL,573.61,EUR,573.61,EUR,Cheque,f,f,0.2024,t
27698820,2022/09/15 08:47|0273752|81F900370|0280580|8211E0D90|7505613.32|Ruble,2022-09-15 08:47:00,Bank 273752,81F900370,GB,Bank 280580,8211E0D90,GB,7505613.32,RUB,7505613.32,RUB,Cheque,f,f,0.1758,t
27699267,2022/09/15 08:33|027|8237E36B0|0293947|8237E3700|6720.40|UK Pound,2022-09-15 08:33:00,China Bank #49,8237E36B0,AE,Bank 293947,8237E3700,AE,6720.4,UK Pound,6720.4,UK Pound,ACH,t,t,0.9182,t
27705423,2022/09/15 08:38|01166831|83E53BCC0|0116|8405C2410|218.02|Swiss Franc,2022-09-15 08:38:00,Bank 1166831,83E53BCC0,US,Brazil Bank #14,8405C2410,NL,218.02,CHF,218.02,CHF,Cheque,f,f,0.1342,t
27709809,2022/09/15 09:21|011848|801590F90|018112|8035887E0|613.92|US Dollar,2022-09-15 09:21:00,Bank 11848,801590F90,US,Bank 18112,8035887E0,AE,613.92,USD,613.92,USD,Cash,f,t,0.6973,t
27738173,2022/09/15 09:28|0295516|8232653B0|006|8233204B0|3488.64|UK Pound,2022-09-15 09:28:00,Bank 295516,8232653B0,SG,Bank 6,8233204B0,DE,3488.64,UK Pound,3488.64,UK Pound,Cash,f,f,0.1112,t
27752783,2022/09/15 09:31|070|100428660|0212191|818971830|29.48|US Dollar,2022-09-15 09:31:00,Willows Thrift,100428660,CH,Bank 212191,818971830,SG,29.48,USD,29.48,USD,Cash,f,f,0.2469,t
27753177,2022/09/15 09:35|021418|801D27710|0128242|81A97D3F0|18439.95|US Dollar,2022-09-15 09:35:00,Bank 21418,801D27710,AE,Bank 128242,81A97D3F0,AE,18439.95,USD,18439.95,USD,ACH,f,f,0.0782,t
27765694,2022/09/15 09:36|0025731|814F8C9C0|0026016|815CD8BF0|2082.24|Euro,2022-09-15 09:36:00,Bank 25731,814F8C9C0,US,Bank 26016,815CD8BF0,DE,2082.24,EUR,2082.24,EUR,Cheque,f,f,0.3485,t
27769851,2022/09/15 09:54|00103636|82A97A1F0|0175581|844095A10|1733.11|Euro,2022-09-15 09:54:00,Bank 103636,82A97A1F0,US,Bank 175581,844095A10,AE,1733.11,EUR,1733.11,EUR,Credit Card,f,f,0.2254,t
27771920,2022/09/15 09:49|070|1004286F0|0138713|80FF33280|210850.56|Yuan,2022-09-15 09:49:00,Willows Thrift,1004286F0,CH,Bank 138713,80FF33280,US,210850.56,CNY,210850.56,CNY,Cash,f,f,0.292,t
27774016,2022/09/15 09:42|070|100428738|0055463|8146F8090|102998.94|Yen,2022-09-15 09:42:00,Willows Thrift,100428738,CH,Bank 55463,8146F8090,AE,102998.94,JPY,102998.94,JPY,Cheque,f,f,0.2337,t
27774600,2022/09/15 09:30|026|800099C20|0160108|8165FA6F0|19308.76|Rupee,2022-09-15 09:30:00,China Bank #88,800099C20,HK,Bank 160108,8165FA6F0,AE,19308.76,INR,19308.76,INR,Credit Card,f,f,0.3368,t
27777878,2022/09/22 12:59|0170473|828150060|0215185|808B77AC0|13081.84|Euro,2022-09-22 12:59:00,Bank 170473,828150060,US,Bank 215185,808B77AC0,US,13081.84,EUR,13081.84,EUR,ACH,t,t,0.7942,t
27783779,2022/09/15 09:40|01183392|8435949B0|00181251|844A8B240|3537.13|Shekel,2022-09-15 09:40:00,Bank 1183392,8435949B0,CH,Bank 181251,844A8B240,GB,3537.13,Shekel,3537.13,Shekel,Cheque,f,f,0.3056,t
27784292,2022/09/15 09:47|02183025|845CA00B0|02181233|846E117B0|12341.93|Shekel,2022-09-15 09:47:00,Bank 2183025,845CA00B0,CH,Bank 2181233,846E117B0,NL,12341.93,Shekel,12341.93,Shekel,Cheque,f,f,0.1765,t
27791183,2022/09/15 10:06|01831|800591B70|0225016|819E63490|166.36|US Dollar,2022-09-15 10:06:00,Bank 1831,800591B70,DE,Bank 225016,819E63490,DE,166.36,USD,166.36,USD,ACH,f,f,0.2542,t
27795178,2022/09/15 10:08|070|100428660|02114434|82ECE8940|628.33|US Dollar,2022-09-15 10:08:00,Willows Thrift,100428660,CH,Bank 2114434,82ECE8940,CH,628.33,USD,628.33,USD,Cheque,f,f,0.1335,t
27800659,2022/09/15 10:22|021794|800C57BD0|001216|802CDEFD0|270.16|Euro,2022-09-15 10:22:00,Bank 21794,800C57BD0,HK,Bank 1216,802CDEFD0,SG,270.16,EUR,270.16,EUR,Cheque,f,f,0.1426,t
27805927,2022/09/15 10:09|0126145|828CC5DD0|0045327|82FE49990|5737.96|Euro,2022-09-15 10:09:00,Bank 126145,828CC5DD0,CH,Bank 45327,82FE49990,DE,5737.96,EUR,5737.96,EUR,Credit Card,f,f,0.2574,t
27812038,2022/09/15 10:13|0047299|8146B6800|0050991|814CF1960|13940.72|Yen,2022-09-15 10:13:00,Bank 47299,8146B6800,DE,Bank 50991,814CF1960,AE,13940.72,JPY,13940.72,JPY,Credit Card,f,f,0.0877,t
27815088,2022/09/22 20:41|029574|80700D150|0220538|807B98E60|17412.60|US Dollar,2022-09-22 20:41:00,Bank 29574,80700D150,DE,Bank 220538,807B98E60,NL,17412.6,USD,17412.6,USD,ACH,t,f,0.3055,t
27821628,2022/09/15 10:27|00183004|84373E650|01180645|8439C34B0|29762.66|Shekel,2022-09-15 10:27:00,Bank 183004,84373E650,NL,Bank 1180645,8439C34B0,SG,29762.66,Shekel,29762.66,Shekel,Cash,f,f,0.0981,t
27826495,2022/09/15 10:39|023602|8039A1CB0|0218426|807FEBF20|195.42|US Dollar,2022-09-15 10:39:00,Bank 23602,8039A1CB0,NL,Bank 218426,807FEBF20,DE,195.42,USD,195.42,USD,Credit Card,f,f,0.2322,t
27831615,2022/09/15 10:55|0120797|81F0D9970|0057107|825EB56B0|10551.20|US Dollar,2022-09-15 10:55:00,Bank 120797,81F0D9970,NL,Bank 57107,825EB56B0,NL,10551.2,USD,10551.2,USD,Cheque,f,f,0.3553,t
27837566,2022/09/15 10:53|0046526|81CB4D980|0177771|84D048530|1592.70|US Dollar,2022-09-15 10:53:00,Bank 46526,81CB4D980,GB,Bank 177771,84D048530,SG,1592.7,USD,1592.7,USD,Cheque,f,t,0.7772,t
27844513,2022/09/15 10:38|001137|81A13EF10|0019803|82D91D8C0|87.00|Euro,2022-09-15 10:38:00,Bank 1137,81A13EF10,DE,Bank 19803,82D91D8C0,HK,87,EUR,87,EUR,Credit Card,f,f,0.0689,t
27858619,2022/09/15 10:47|01156265|839FDB230|00155430|83AAAB680|784.36|Brazil Real,2022-09-15 10:47:00,Bank 1156265,839FDB230,GB,Bank 155430,83AAAB680,SG,784.36,BRL,784.36,BRL,Credit Card,f,f,0.3581,t
27869282,2022/09/15 11:20|009043|8053358B0|0112136|820875650|4148.53|US Dollar,2022-09-15 11:20:00,Bank 9043,8053358B0,CH,Bank 112136,820875650,DE,4148.53,USD,4148.53,USD,Cheque,f,f,0.2927,t
27872733,2022/09/15 11:02|0248861|81CDEA510|0114078|835A99C80|108.13|US Dollar,2022-09-15 11:02:00,Bank 248861,81CDEA510,SG,Bank 114078,835A99C80,GB,108.13,USD,108.13,USD,Credit Card,f,f,0.2779,t
27883342,2022/09/15 11:08|0022271|827A6CBD0|0248412|82F7F63D0|1234.92|Euro,2022-09-15 11:08:00,Bank 22271,827A6CBD0,HK,Bank 248412,82F7F63D0,US,1234.92,EUR,1234.92,EUR,ACH,f,f,0.075,t
27886267,2022/09/15 11:03|0229329|818645DB0|0057523|851142980|9414.80|Euro,2022-09-15 11:03:00,Bank 229329,818645DB0,CH,Bank 57523,851142980,DE,9414.8,EUR,9414.8,EUR,Credit Card,f,f,0.2668,t
27889716,2022/09/15 11:29|003|814490790|0254225|814530960|72854.40|Yen,2022-09-15 11:29:00,Germany Bank #106,814490790,NL,Bank 254225,814530960,NL,72854.4,JPY,72854.4,JPY,ACH,f,f,0.3406,t
27889847,2022/09/15 11:05|070|100428738|0249185|814C42880|9915.03|Yen,2022-09-15 11:05:00,Willows Thrift,100428738,CH,Bank 249185,814C42880,NL,9915.03,JPY,9915.03,JPY,Cheque,f,t,0.6829,t
27893446,2022/09/15 11:18|0293947|822EC7C40|01105325|827BE6580|21565.51|UK Pound,2022-09-15 11:18:00,Bank 293947,822EC7C40,AE,Bank 1105325,827BE6580,AE,21565.51,UK Pound,21565.51,UK Pound,Credit Card,f,f,0.3583,t
27894252,2022/09/15 11:10|0296574|8285C8F00|01110491|82AF5CE00|4640.83|Canadian Dollar,2022-09-15 11:10:00,Bank 296574,8285C8F00,GB,Bank 1110491,82AF5CE00,DE,4640.83,CAD,4640.83,CAD,ACH,f,f,0.0545,t
27897759,2022/09/15 11:08|01154928|839224F50|00156525|83BBBB530|19335.75|Brazil Real,2022-09-15 11:08:00,Bank 1154928,839224F50,HK,Bank 156525,83BBBB530,GB,19335.75,BRL,19335.75,BRL,Credit Card,f,t,0.7685,t
27901195,2022/09/15 11:13|00204954|84B9056B0|01203587|84C58E720|281.90|Saudi Riyal,2022-09-15 11:13:00,Bank 204954,84B9056B0,GB,Bank 1203587,84C58E720,SG,281.9,SAR,281.9,SAR,Cheque,f,f,0.3904,t
27914356,2022/09/15 11:44|0184180|836D01F40|0162692|848B924B0|113.69|US Dollar,2022-09-15 11:44:00,Bank 184180,836D01F40,HK,Bank 162692,848B924B0,GB,113.69,USD,113.69,USD,Cheque,f,f,0.2722,t
27916625,2022/09/15 11:47|003556|801A4B500|016890|802824DF0|620.75|Euro,2022-09-15 11:47:00,Hilltop Community Bank,801A4B500,GB,Bank 16890,802824DF0,HK,620.75,EUR,620.75,EUR,ACH,f,f,0.0761,t
27932922,2022/09/15 11:53|00113543|829C5DDD0|00119157|82BC9FCB0|2467.68|Canadian Dollar,2022-09-15 11:53:00,Bank 113543,829C5DDD0,SG,Bank 119157,82BC9FCB0,US,2467.68,CAD,2467.68,CAD,Wire,f,f,0.3599,t
27933994,2022/09/17 19:54|0220785|807EE5110|0239461|80F30B790|82474.86|Yuan,2022-09-17 19:54:00,Bank 220785,807EE5110,US,Bank 239461,80F30B790,AE,82474.86,CNY,82474.86,CNY,ACH,t,t,0.8522,t
27956865,2022/09/15 12:08|004424|8025B9680|012893|807414940|428.58|Euro,2022-09-15 12:08:00,Bank 4424,8025B9680,DE,Bank 12893,807414940,HK,428.58,EUR,428.58,EUR,ACH,f,f,0.2215,t
27964337,2022/09/15 12:22|013293|807A7F7B0|0227748|851544CE0|28.75|Euro,2022-09-15 12:22:00,Bank 13293,807A7F7B0,GB,Bank 227748,851544CE0,US,28.75,EUR,28.75,EUR,ACH,f,f,0.1609,t
27968002,2022/09/15 12:07|013|8134F7B90|0147736|8157F13B0|318665.78|Yen,2022-09-15 12:07:00,Mexico Bank #10,8134F7B90,SG,Bank 147736,8157F13B0,SG,318665.78,JPY,318665.78,JPY,ACH,f,f,0.2021,t
28001093,2022/09/15 12:32|001148|812E2BA30|0286585|83973B720|2276.01|Euro,2022-09-15 12:32:00,Bank 1148,812E2BA30,CH,Bank 286585,83973B720,AE,2276.01,EUR,2276.01,EUR,Cheque,f,t,0.7728,t
28010530,2022/09/15 12:47|028|82866A510|02109303|82891D270|3387.08|Canadian Dollar,2022-09-15 12:47:00,Bank 28,82866A510,HK,Bank 2109303,82891D270,CH,3387.08,CAD,3387.08,CAD,Credit Card,f,f,0.2328,t
28022741,2022/09/15 13:14|006109|8038DA220|008882|811D8A0B0|84.61|US Dollar,2022-09-15 13:14:00,Bank 6109,8038DA220,HK,Bank 8882,811D8A0B0,HK,84.61,USD,84.61,USD,Credit Card,f,f,0.1308,t
28040245,2022/09/15 13:06|019876|804DE7410|0225981|838DD43B0|226.71|Euro,2022-09-15 13:06:00,Bank 19876,804DE7410,HK,Bank 225981,838DD43B0,GB,226.71,EUR,226.71,EUR,Credit Card,f,f,0.2309,t
28052824,2022/09/15 13:19|01141320|8359097B0|01140210|835DEE410|205860.91|Mexican Peso,2022-09-15 13:19:00,Bank 1141320,8359097B0,CH,Bank 1140210,835DEE410,HK,205860.91,MXN,205860.91,MXN,Credit Card,f,f,0.3528,t
28053465,2022/09/15 13:12|02148585|8364D2520|00154702|845A94080|3252.59|Mexican Peso,2022-09-15 13:12:00,Bank 2148585,8364D2520,AE,Bank 154702,845A94080,SG,3252.59,MXN,3252.59,MXN,Cash,f,f,0.1983,t
28055910,2022/09/15 13:29|02182090|84306DE30|00185556|844A0E3F0|2198.87|Shekel,2022-09-15 13:29:00,Bank 2182090,84306DE30,US,Bank 185556,844A0E3F0,CH,2198.87,Shekel,2198.87,Shekel,Cheque,f,f,0.2921,t
28059031,2022/09/15 13:33|011304|801490F80|00741|8022EA8B0|3572.42|US Dollar,2022-09-15 13:33:00,Bank 11304,801490F80,SG,Bank 741,8022EA8B0,AE,3572.42,USD,3572.42,USD,Credit Card,f,f,0.1052,t
28065586,2022/09/15 13:38|0022693|80C404020|0098432|826A6EF00|16033.66|US Dollar,2022-09-15 13:38:00,Malta Bank #1754,80C404020,CH,Bank 98432,826A6EF00,NL,16033.66,USD,16033.66,USD,Cheque,f,f,0.2348,t
28070999,2022/09/15 13:47|0022693|82C012BB0|00111742|848DD2630|401.85|US Dollar,2022-09-15 13:47:00,Malta Bank #1754,82C012BB0,CH,Bank 111742,848DD2630,CH,401.85,USD,401.85,USD,Cheque,f,f,0.2702,t
28076913,2022/09/15 13:44|070|1004286A8|0210142|81DCF2D90|10730.27|Euro,2022-09-15 13:44:00,Willows Thrift,1004286A8,CH,Bank 210142,81DCF2D90,AE,10730.27,EUR,10730.27,EUR,Credit Card,f,f,0.3517,t
28087055,2022/09/15 13:37|070|1004287C8|0185221|81FF00360|26656.04|Ruble,2022-09-15 13:37:00,Willows Thrift,1004287C8,CH,Bank 185221,81FF00360,GB,26656.04,RUB,26656.04,RUB,Credit Card,f,f,0.1712,t
28103469,2022/09/15 14:04|0240141|813ABFD20|0261543|81FC7B3B0|11285.53|US Dollar,2022-09-15 14:04:00,Bank 240141,813ABFD20,SG,Bank 261543,81FC7B3B0,SG,11285.53,USD,11285.53,USD,Credit Card,f,f,0.2571,t
28115748,2022/09/15 14:02|0251910|8154E8ED0|0125437|81A725220|342.79|Euro,2022-09-15 14:02:00,Bank 251910,8154E8ED0,CH,Bank 125437,81A725220,SG,342.79,EUR,342.79,EUR,ACH,f,f,0.0702,t
28117205,2022/09/15 14:26|001|8002938D0|012893|82AC05B30|1596.88|Euro,2022-09-15 14:26:00,First Bank of Portland,8002938D0,NL,Bank 12893,82AC05B30,HK,1596.88,EUR,1596.88,EUR,Credit Card,f,f,0.3629,t
28123051,2022/09/15 14:03|0243541|82F027C70|0174867|84F44BB30|23583.03|Yuan,2022-09-15 14:03:00,Bank 243541,82F027C70,NL,Bank 174867,84F44BB30,CH,23583.03,CNY,23583.03,CNY,Cheque,f,t,0.6917,t
28124942,2022/09/19 18:58|0262678|8182A4E30|003902|80D280C80|10486.94|US Dollar,2022-09-19 18:58:00,Bank 262678,8182A4E30,SG,Germany Bank #456,80D280C80,DE,10486.94,USD,10486.94,USD,ACH,t,t,0.9206,t
28135185,2022/09/15 14:12|01201769|84B6FEC10|00202460|84B7705B0|220503.60|Saudi Riyal,2022-09-15 14:12:00,Bank 1201769,84B6FEC10,SG,Bank 202460,84B7705B0,AE,220503.6,SAR,220503.6,SAR,Cheque,f,f,0.2379,t
28150181,2022/09/15 14:59|070|1004286A8|00519|800C1AE30|2250.53|Euro,2022-09-15 14:59:00,Willows Thrift,1004286A8,CH,Bank 519,800C1AE30,SG,2250.53,EUR,2250.53,EUR,Credit Card,f,f,0.3435,t
28161701,2022/09/15 14:41|0047299|8127C92D0|0147736|813665CB0|19368.30|Yen,2022-09-15 14:41:00,Bank 47299,8127C92D0,DE,Bank 147736,813665CB0,SG,19368.3,JPY,19368.3,JPY,Credit Card,f,f,0.2015,t
28163569,2022/09/15 14:50|0282|81ADCB040|0172128|81B418700|52497.70|Ruble,2022-09-15 14:50:00,Bank 282,81ADCB040,NL,Bank 172128,81B418700,GB,52497.7,RUB,52497.7,RUB,Cheque,f,f,0.1465,t
28164025,2022/09/15 14:46|0179076|81DDE73E0|0079759|81DDE7480|153432.70|Ruble,2022-09-15 14:46:00,Bank 179076,81DDE73E0,NL,Bank 79759,81DDE7480,DE,153432.7,RUB,153432.7,RUB,ACH,t,t,0.9008,t
28165561,2022/09/15 14:37|006|8000B1900|0197535|826D52080|1499.99|UK Pound,2022-09-15 14:37:00,Bank 6,8000B1900,DE,Bank 197535,826D52080,US,1499.99,UK Pound,1499.99,UK Pound,Wire,f,f,0.2868,t
28168153,2022/09/15 14:38|070|1004288A0|00126614|832EBEE00|2645.65|Australian Dollar,2022-09-15 14:38:00,Willows Thrift,1004288A0,CH,Bank 126614,832EBEE00,US,2645.65,AUD,2645.65,AUD,Cheque,f,f,0.0988,t
28169969,2022/09/15 14:59|01157705|83B5548C0|00156271|83B555010|4550.08|Brazil Real,2022-09-15 14:59:00,Bank 1157705,83B5548C0,GB,Bank 156271,83B555010,US,4550.08,BRL,4550.08,BRL,ACH,t,t,0.9007,t
28170631,2022/09/15 14:38|00168454|83EA154D0|00169658|83ED5E400|1015.62|Swiss Franc,2022-09-15 14:38:00,Bank 168454,83EA154D0,GB,Bank 169658,83ED5E400,CH,1015.62,CHF,1015.62,CHF,Credit Card,f,f,0.2064,t
28173046,2022/09/15 14:32|0011|849C7A130|01201122|849F0EB40|17379.33|Saudi Riyal,2022-09-15 14:32:00,Savings Bank of Madison,849C7A130,CH,Bank 1201122,849F0EB40,CH,17379.33,SAR,17379.33,SAR,Credit Card,f,f,0.177,t
28176855,2022/09/15 15:22|001488|8014A68D0|0123424|80B725220|3071.66|US Dollar,2022-09-15 15:22:00,Bank 1488,8014A68D0,GB,Bank 123424,80B725220,SG,3071.66,USD,3071.66,USD,Cheque,f,f,0.37,t
28199821,2022/09/15 15:03|0034953|80D8C7490|00138896|84000D090|59691.94|Yuan,2022-09-15 15:03:00,Bank 34953,80D8C7490,AE,Bank 138896,84000D090,DE,59691.94,CNY,59691.94,CNY,ACH,f,f,0.1188,t
28204183,2022/09/15 15:13|006|82282B2A0|0192419|823A4E9F0|1353.30|UK Pound,2022-09-15 15:13:00,Bank 6,82282B2A0,DE,Bank 192419,823A4E9F0,HK,1353.3,UK Pound,1353.3,UK Pound,Cash,f,f,0.0676,t
28206504,2022/09/15 15:24|00124800|82F3DF810|02130128|8301BE250|17578.16|Australian Dollar,2022-09-15 15:24:00,Bank 124800,82F3DF810,US,Bank 2130128,8301BE250,GB,17578.16,AUD,17578.16,AUD,Cheque,f,f,0.2129,t
28209192,2022/09/15 15:14|0114|8000DEF20|01165944|83DFDC260|24171.90|Swiss Franc,2022-09-15 15:14:00,Bank 114,8000DEF20,US,Bank 1165944,83DFDC260,NL,24171.9,CHF,24171.9,CHF,Credit Card,f,f,0.3152,t
28214236,2022/09/15 15:59|005838|80367CBA0|028313|8039EB710|170.15|US Dollar,2022-09-15 15:59:00,Bank 5838,80367CBA0,NL,Bank 28313,8039EB710,SG,170.15,USD,170.15,USD,Wire,f,f,0.3716,t
28218146,2022/09/15 15:35|0028572|80F18A540|0165399|819C371A0|27.65|US Dollar,2022-09-15 15:35:00,Bank 28572,80F18A540,HK,Bank 165399,819C371A0,US,27.65,USD,27.65,USD,ACH,f,f,0.1604,t
28219898,2022/09/15 15:51|0111606|816C5F8D0|00544|82338BC00|308.22|US Dollar,2022-09-15 15:51:00,Bank 111606,816C5F8D0,DE,Bank 544,82338BC00,AE,308.22,USD,308.22,USD,ACH,f,f,0.269,t
28220758,2022/09/15 15:49|070|100428660|0277079|827E345B0|335.99|US Dollar,2022-09-15 15:49:00,Willows Thrift,100428660,CH,Bank 277079,827E345B0,CH,335.99,USD,335.99,USD,Cheque,f,f,0.3083,t
28235950,2022/09/15 15:44|00140440|8465CCEF0|0151288|84D975960|65.95|Euro,2022-09-15 15:44:00,Bank 140440,8465CCEF0,SG,Bank 151288,84D975960,CH,65.95,EUR,65.95,EUR,Cheque,f,f,0.3641,t
28267519,2022/09/15 16:23|0112166|804A0A620|016938|808359420|7227.44|Euro,2022-09-15 16:23:00,Bank 112166,804A0A620,NL,Bank 16938,808359420,NL,7227.44,EUR,7227.44,EUR,Credit Card,f,f,0.2043,t
28270226,2022/09/15 16:18|0125872|8199D4C80|022690|81DEB4E20|36.79|Euro,2022-09-15 16:18:00,Bank 125872,8199D4C80,NL,Bank 22690,81DEB4E20,SG,36.79,EUR,36.79,EUR,ACH,f,f,0.1557,t
